Date,Price,ATR,Final_Verdict,Market_Reality,Correct,Weighted_Score,Exit_Reason,CE_Article_Count,CE_Sentiment,CE_Score,CE_Confidence,TTS_Score,TTS_Decision,TTS_Regime,TTS_Breakout_Signal,TTS_Breakout_Strength,TTS_Breakout_High,TTS_Breakout_Low,SIV_Signal,SIV_Multiplier,Verdict_Reasoning,CE_Explanation,TTS_Explanation,SIV_Explanation,Execution_Time_Seconds,Strong_Verdict,Trade_Allowed,Signal_Confidence
01/01/2025,157.247,1.2311428571428564,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,1.0,NEUTRAL,0.0,0.04,0.0172,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=1 |ce|=0.000 |tts|=0.017,skipped,skipped,skipped,0.2179,,,
01/02/2025,157.446,1.2357857142857134,BUY,BEARISH,False,0.07180384999999999,TIME,10.0,BULLISH,0.1492,0.4,0.0103,HOLD,TRENDING,NONE,0.0,157.932,149.989,PARTIAL,0.95,"[deterministic] weighted_score=0.0718 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.2717,True,True,0.07976028854754909
01/03/2025,157.273,1.2026428571428542,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,7.0,NEUTRAL,0.0169,0.28,0.0214,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=7 |ce|=0.017 |tts|=0.021,skipped,skipped,skipped,0.1652,,,
01/06/2025,157.55,1.2412142857142843,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,7.0,BEARISH,-0.0677,0.28,0.0107,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=7 |ce|=0.068 |tts|=0.011,skipped,skipped,skipped,0.1804,,,
01/07/2025,158.012,1.2072857142857134,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,5.0,BULLISH,0.272,0.2,-0.0035,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=5 |ce|=0.272 |tts|=0.004,skipped,skipped,skipped,0.1232,,,
01/08/2025,158.335,1.0127857142857144,SELL,BEARISH,True,-0.08269673999999999,TIME,18.0,BEARISH,-0.1505,0.72,-0.0043,HOLD,TRENDING,BREAKOUT_UP,0.0577,158.012,152.411,PARTIAL,0.95,"[deterministic] weighted_score=-0.0827 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.6051,True,True,0.07741693086246774
01/09/2025,158.109,0.9304999999999991,SELL,BEARISH,True,-0.1236064,TIME,20.0,NEUTRAL,-0.0427,0.8,-0.2559,SELL,TRENDING,NONE,0.0,158.335,152.602,PARTIAL,0.95,"[deterministic] weighted_score=-0.1236 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.6165,True,True,0.14931057469528944
01/10/2025,157.657,0.9819285714285704,SELL,BEARISH,True,-0.11971177999999999,TIME,18.0,BEARISH,-0.1787,0.72,-0.0573,HOLD,TRENDING,NONE,0.0,158.335,153.412,PARTIAL,0.95,"[deterministic] weighted_score=-0.1197 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.5634,True,True,0.11802251409944013
01/13/2025,157.459,1.0209999999999988,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,19.0,NEUTRAL,-0.0072,0.76,-0.045,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=19 |ce|=0.007 |tts|=0.045,skipped,skipped,skipped,0.5818,,,
01/14/2025,157.948,1.0761428571428553,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,9.0,NEUTRAL,0.0235,0.36,-0.0664,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=9 |ce|=0.024 |tts|=0.066,skipped,skipped,skipped,0.3176,,,
01/15/2025,156.435,1.1564285714285691,SELL,BEARISH,True,-0.2056351,TIME,14.0,BEARISH,-0.376,0.56,-0.045,HOLD,TRENDING,NONE,0.0,158.335,154.815,PARTIAL,0.95,"[deterministic] weighted_score=-0.2056 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.6714,True,True,0.21049999990283869
01/16/2025,155.106,1.213714285714283,SELL,BULLISH,False,-0.07001898999999999,TIME,11.0,NEUTRAL,0.0257,0.44,-0.1662,SELL,TRENDING,BREAKOUT_DOWN,0.6748,158.335,156.407,PARTIAL,0.95,"[deterministic] weighted_score=-0.07 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.6242,True,True,0.0959656377347224
01/17/2025,156.266,1.2131428571428537,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,6.0,BEARISH,-0.3447,0.24,-0.045,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=6 |ce|=0.345 |tts|=0.045,skipped,skipped,skipped,0.1643,,,
01/20/2025,155.55,1.187499999999996,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,8.0,BEARISH,-0.2467,0.32,-0.045,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=8 |ce|=0.247 |tts|=0.045,skipped,skipped,skipped,0.3459,,,
01/21/2025,155.156,1.2695714285714266,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,5.0,NEUTRAL,-0.0381,0.2,-0.0423,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=5 |ce|=0.038 |tts|=0.042,skipped,skipped,skipped,0.2753,,,
01/22/2025,156.494,1.2788571428571405,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,2.0,NEUTRAL,0.0184,0.08,-0.045,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=2 |ce|=0.018 |tts|=0.045,skipped,skipped,skipped,0.0735,,,
01/23/2025,156.025,1.301642857142856,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,7.0,BEARISH,-0.1112,0.28,-0.045,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=7 |ce|=0.111 |tts|=0.045,skipped,skipped,skipped,0.1596,,,
01/24/2025,155.92,1.3029285714285683,SELL,BEARISH,True,-0.21725549999999996,TIME,57.0,BEARISH,-0.3276,1.0,-0.045,HOLD,TRENDING,NONE,0.0,158.335,155.106,PARTIAL,0.95,"[deterministic] weighted_score=-0.2173 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,1.7028,True,True,0.1862999999303573
01/27/2025,154.502,1.4082857142857108,SELL,BULLISH,False,-0.22169427999999997,TIME,9.0,BEARISH,-0.4029,0.36,-0.0901,HOLD,TRENDING,BREAKOUT_DOWN,0.1871,158.335,155.106,PARTIAL,0.95,"[deterministic] weighted_score=-0.2217 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.2147,True,True,0.24649339537626402
01/28/2025,155.501,1.471428571428569,SELL,BEARISH,True,-0.12572148,TIME,11.0,BEARISH,-0.2262,0.44,-0.045,HOLD,TRENDING,NONE,0.0,158.335,154.502,PARTIAL,0.95,"[deterministic] weighted_score=-0.1257 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.2519,True,True,0.13559999993386582
01/29/2025,155.191,1.473714285714284,HOLD,BEARISH,False,-0.04929549999999999,HOLD_SKIP,35.0,BEARISH,-0.0556,1.0,-0.045,HOLD,TRENDING,NONE,0.0,158.335,154.502,PARTIAL,0.95,"[deterministic] weighted_score=-0.0493 → HOLD (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.8735,False,False,0.050299999929256045
01/30/2025,154.285,1.4589285714285702,SELL,BULLISH,False,-0.11486982000000001,TIME,17.0,BEARISH,-0.1706,0.68,-0.0592,HOLD,TRENDING,BREAKOUT_DOWN,0.0566,158.335,154.502,PARTIAL,0.95,"[deterministic] weighted_score=-0.1149 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.4099,True,True,0.11487670225530548
01/31/2025,155.182,1.4771428571428555,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,14.0,NEUTRAL,0.0126,0.56,-0.045,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=14 |ce|=0.013 |tts|=0.045,skipped,skipped,skipped,0.2526,,,
