Date,Price,ATR,Final_Verdict,Market_Reality,Correct,Weighted_Score,Exit_Reason,CE_Article_Count,CE_Sentiment,CE_Score,CE_Confidence,TTS_Score,TTS_Decision,TTS_Regime,TTS_Breakout_Signal,TTS_Breakout_Strength,TTS_Breakout_High,TTS_Breakout_Low,SIV_Signal,SIV_Multiplier,Verdict_Reasoning,CE_Explanation,TTS_Explanation,SIV_Explanation,Execution_Time_Seconds,Strong_Verdict,Trade_Allowed,Signal_Confidence
01/01/2024,0.6806,0.005960714285714287,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,4.0,BEARISH,-0.428,0.16,-0.0019,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=4 |ce|=0.428 |tts|=0.002,skipped,skipped,skipped,0.2084,,,
01/02/2024,0.67604,0.0056049999999999945,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,5.0,BULLISH,0.1709,0.2,-0.255,SELL,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.85,SKIP: signal_mismatch — need CE strong (TTS unreliable),skipped,skipped,skipped,0.1531,,,
01/03/2024,0.67309,0.005549285714285709,HOLD,BEARISH,False,0.06896506,HOLD_SKIP,14.0,BULLISH,0.1876,0.56,-0.051,HOLD,TRANSITIONAL,NONE,0.0,0.68468,0.65486,PARTIAL,0.95,"[deterministic] weighted_score=0.069 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.5106,True,False,0.11929997266793738
01/04/2024,0.67067,0.005537142857142852,BUY,BEARISH,False,0.21749832000000002,SL,11.0,BULLISH,0.5298,0.44,-0.051,HOLD,TRANSITIONAL,NONE,0.0,0.68468,0.65594,PARTIAL,0.95,"[deterministic] weighted_score=0.2175 → BUY (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.3056,True,True,0.2903999828155357
01/05/2024,0.6711,0.0059835714285714214,HOLD,BEARISH,False,0.0007795700000000011,HOLD_SKIP,12.0,BULLISH,0.0539,0.48,-0.051,HOLD,TRANSITIONAL,NONE,0.0,0.68468,0.65594,PARTIAL,0.95,"[deterministic] weighted_score=0.0008 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.3825,False,False,0.05244998570256327
01/08/2024,0.6719,0.005859999999999992,HOLD,BEARISH,False,0.01894831999999999,HOLD_SKIP,24.0,BULLISH,0.0602,0.96,-0.051,HOLD,TRANSITIONAL,NONE,0.0,0.68468,0.65594,PARTIAL,0.95,"[deterministic] weighted_score=0.0189 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,1.3659,False,False,0.055599986452640145
01/09/2024,0.66868,0.005877142857142851,SELL,BULLISH,False,-0.15867451,TIME,13.0,BEARISH,-0.2803,0.52,-0.051,HOLD,TRANSITIONAL,NONE,0.0,0.68468,0.65594,PARTIAL,0.95,"[deterministic] weighted_score=-0.1587 → SELL (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.4071,True,True,0.16564998786986035
01/10/2024,0.66994,0.005540714285714288,SELL,BEARISH,True,-0.26325165,TIME,14.0,BEARISH,-0.4875,0.56,-0.051,HOLD,TRANSITIONAL,NONE,0.0,0.68468,0.6661,PARTIAL,0.95,"[deterministic] weighted_score=-0.2633 → SELL (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.3859,True,True,0.2692499878330412
01/11/2024,0.66865,0.005730714285714288,HOLD,BEARISH,False,0.040675199999999995,HOLD_SKIP,13.0,BULLISH,0.1347,0.52,-0.0513,HOLD,TRANSITIONAL,BREAKOUT_DOWN,0.0019,0.68468,0.66868,PARTIAL,0.95,"[deterministic] weighted_score=0.0407 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.3717,False,False,0.09299061288262556
01/12/2024,0.66856,0.005796428571428576,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,3.0,BULLISH,0.2394,0.12,-0.0518,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=3 |ce|=0.239 |tts|=0.052,skipped,skipped,skipped,0.1226,,,
01/15/2024,0.66597,0.005905714285714284,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,3.0,BULLISH,0.2606,0.12,-0.0751,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=3 |ce|=0.261 |tts|=0.075,skipped,skipped,skipped,0.1254,,,
01/16/2024,0.65839,0.006256428571428575,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,5.0,BULLISH,0.1237,0.2,-0.0424,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=5 |ce|=0.124 |tts|=0.042,skipped,skipped,skipped,0.1463,,,
01/17/2024,0.6552,0.00641785714285715,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,8.0,BULLISH,0.2097,0.32,0.0247,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=8 |ce|=0.210 |tts|=0.025,skipped,skipped,skipped,0.244,,,
01/18/2024,0.65717,0.006306428571428578,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,8.0,BEARISH,-0.3645,0.32,-0.0057,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=8 |ce|=0.364 |tts|=0.006,skipped,skipped,skipped,0.2684,,,
01/19/2024,0.65935,0.006444285714285728,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,2.0,BULLISH,0.9402,0.08,-0.0429,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=2 |ce|=0.940 |tts|=0.043,skipped,skipped,skipped,0.1104,,,
01/22/2024,0.65699,0.006198571428571442,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,7.0,BULLISH,0.2918,0.28,-0.0184,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=7 |ce|=0.292 |tts|=0.018,skipped,skipped,skipped,0.1958,,,
01/23/2024,0.6579,0.006142142857142874,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,4.0,BEARISH,-0.8717,0.16,-0.0344,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=4 |ce|=0.872 |tts|=0.034,skipped,skipped,skipped,0.1352,,,
01/24/2024,0.65769,0.00608285714285716,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,4.0,BEARISH,-0.6946,0.16,-0.0321,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=4 |ce|=0.695 |tts|=0.032,skipped,skipped,skipped,0.1455,,,
01/25/2024,0.65842,0.005628571428571443,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,9.0,BULLISH,0.2077,0.36,-0.0462,HOLD,TRANSITIONAL,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=9 |ce|=0.208 |tts|=0.046,skipped,skipped,skipped,0.1987,,,
01/26/2024,0.65718,0.005493571428571439,HOLD,BULLISH,False,-0.07012349000000001,HOLD_SKIP,16.0,BEARISH,-0.1105,0.64,-0.0304,HOLD,TRANSITIONAL,NONE,0.0,0.68078,0.6552,PARTIAL,0.95,"[deterministic] weighted_score=-0.0701 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.42,True,False,0.07044788043490932
01/29/2024,0.66111,0.005415000000000011,BUY,BEARISH,False,0.23028664999999995,SL,20.0,BULLISH,0.4463,0.8,-0.051,HOLD,TRANSITIONAL,NONE,0.0,0.6806,0.6552,PARTIAL,0.95,"[deterministic] weighted_score=0.2303 → BUY (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.5009,True,True,0.24864996729121136
01/30/2024,0.6602,0.005525000000000002,HOLD,BEARISH,False,-0.07926021,HOLD_SKIP,18.0,BEARISH,-0.1083,0.72,-0.051,HOLD,TRANSITIONAL,NONE,0.0,0.67604,0.6552,PARTIAL,0.95,"[deterministic] weighted_score=-0.0793 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.4783,True,False,0.07964994691316513
01/31/2024,0.65665,0.005473571428571434,SELL,BEARISH,True,-0.20404100000000003,TIME,22.0,BEARISH,-0.319,0.88,-0.049,HOLD,RANGING,NONE,0.0,0.67309,0.6552,PARTIAL,0.95,"[deterministic] weighted_score=-0.204 → SELL (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.6292,True,True,0.18399593830136268
02/01/2024,0.65708,0.0056150000000000045,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,34.0,NEUTRAL,-0.0259,1.0,-0.057,HOLD,RANGING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=34 |ce|=0.026 |tts|=0.057,skipped,skipped,skipped,0.8871,,,
02/02/2024,0.65099,0.0059971428571428675,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,25.0,NEUTRAL,-0.0405,1.0,0.0066,HOLD,RANGING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=25 |ce|=0.041 |tts|=0.007,skipped,skipped,skipped,0.6264,,,
02/05/2024,0.64824,0.005755714285714293,HOLD,BULLISH,False,-0.05415532,HOLD_SKIP,14.0,BEARISH,-0.1482,0.56,0.041,HOLD,RANGING,BREAKOUT_DOWN,0.1315,0.6719,0.65099,PARTIAL,0.95,"[deterministic] weighted_score=-0.0542 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.3579,False,False,0.09461673855942021
02/06/2024,0.65231,0.005592857142857145,HOLD,BEARISH,False,-0.08051725,HOLD_SKIP,75.0,BEARISH,-0.1102,1.0,-0.0375,HOLD,RANGING,NONE,0.0,0.66994,0.64824,PARTIAL,0.95,"[deterministic] weighted_score=-0.0805 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,1.656,True,False,0.07387361684661353
02/07/2024,0.65193,0.005415714285714294,HOLD,BEARISH,False,0.032978299999999995,HOLD_SKIP,20.0,BULLISH,0.0817,0.8,-0.0329,HOLD,RANGING,NONE,0.0,0.66994,0.64824,PARTIAL,0.95,"[deterministic] weighted_score=0.033 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.4932,False,False,0.0573080320797529
02/08/2024,0.64905,0.005512857142857145,HOLD,BULLISH,False,-0.02659449,HOLD_SKIP,12.0,BEARISH,-0.058,0.48,0.0013,HOLD,RANGING,NONE,0.0,0.66865,0.64824,PARTIAL,0.95,"[deterministic] weighted_score=-0.0266 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.276,False,False,0.029642904682506376
02/09/2024,0.65213,0.005512857142857153,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,28.0,NEUTRAL,0.035,1.0,-0.057,HOLD,RANGING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=28 |ce|=0.035 |tts|=0.057,skipped,skipped,skipped,0.7832,,,
02/12/2024,0.65307,0.005302857142857149,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,8.0,NEUTRAL,-0.0002,0.32,-0.057,HOLD,RANGING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=8 |ce|=0.000 |tts|=0.057,skipped,skipped,skipped,0.3151,,,
02/13/2024,0.64525,0.005581428571428578,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,6.0,BEARISH,-0.3989,0.24,0.0149,HOLD,RANGING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=6 |ce|=0.399 |tts|=0.015,skipped,skipped,skipped,0.179,,,
02/14/2024,0.64878,0.005620000000000006,HOLD,BULLISH,False,0.060279969999999995,HOLD_SKIP,12.0,BULLISH,0.1813,0.48,-0.0516,HOLD,RANGING,NONE,0.0,0.66111,0.64525,PARTIAL,0.95,"[deterministic] weighted_score=0.0603 → HOLD (thresholds: >=0.1 BUY, <=-0.1 SELL)",skipped,skipped,skipped,0.4807,True,False,0.11645924524334593
