Date,Price,ATR,Final_Verdict,Market_Reality,Correct,Weighted_Score,Exit_Reason,CE_Article_Count,CE_Sentiment,CE_Score,CE_Confidence,TTS_Score,TTS_Decision,TTS_Regime,TTS_Breakout_Signal,TTS_Breakout_Strength,TTS_Breakout_High,TTS_Breakout_Low,SIV_Signal,SIV_Multiplier,Verdict_Reasoning,CE_Explanation,TTS_Explanation,SIV_Explanation,Execution_Time_Seconds,Strong_Verdict,Trade_Allowed,Signal_Confidence
01/01/2024,140.866,1.32807142857143,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,1.0,NEUTRAL,0.0,0.04,0.0268,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=1 |ce|=0.000 |tts|=0.027,skipped,skipped,skipped,0.1561,,,
01/02/2024,141.983,1.1893571428571437,BUY,BULLISH,True,0.2588148,TIME,3.0,BULLISH,0.3029,0.12,0.2311,BUY,TRENDING,NONE,0.0,147.308,140.866,COHERENT,1.0,"[deterministic] weighted_score=0.2588 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.111,True,True,0.26697934967698955
01/03/2024,143.29,1.1841428571428574,SELL,BULLISH,False,-0.07171245999999999,SL,14.0,BEARISH,-0.1876,0.56,0.045,HOLD,TRENDING,NONE,0.0,147.308,140.866,PARTIAL,0.95,"[deterministic] weighted_score=-0.0717 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.5481,True,True,0.11629999988153315
01/04/2024,144.624,1.2528571428571422,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,9.0,BEARISH,-0.4432,0.36,0.045,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=9 |ce|=0.443 |tts|=0.045,skipped,skipped,skipped,0.246,,,
01/05/2024,144.603,1.328785714285715,BUY,BULLISH,True,0.09969793999999998,TIME,16.0,BULLISH,0.1556,0.64,0.045,HOLD,TRENDING,NONE,0.0,146.143,140.866,PARTIAL,0.95,"[deterministic] weighted_score=0.0997 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.4655,True,True,0.10029999995372552
01/08/2024,144.222,1.2252142857142851,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,22.0,NEUTRAL,0.0295,0.88,0.045,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=22 |ce|=0.029 |tts|=0.045,skipped,skipped,skipped,0.6364,,,
01/09/2024,144.47,1.2513571428571433,BUY,BULLISH,True,0.27219495,TIME,15.0,BULLISH,0.5007,0.6,0.045,HOLD,TRENDING,NONE,0.0,145.449,140.866,PARTIAL,0.95,"[deterministic] weighted_score=0.2722 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.345,True,True,0.27284999995814285
01/10/2024,145.755,1.2494285714285707,BUY,BEARISH,False,0.30253452999999997,TIME,7.0,BULLISH,0.5851,0.28,0.114,HOLD,TRENDING,BREAKOUT_UP,0.301,144.624,140.866,PARTIAL,0.95,"[deterministic] weighted_score=0.3025 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.3125,True,True,0.3495378672655557
01/11/2024,145.28,1.2954285714285712,SELL,BULLISH,False,-0.15129567,TIME,21.0,BEARISH,-0.2943,0.84,0.045,HOLD,TRENDING,NONE,0.0,145.755,140.866,PARTIAL,0.95,"[deterministic] weighted_score=-0.1513 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.7449,True,True,0.1696499999630032
01/12/2024,144.904,1.3499285714285716,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,7.0,BEARISH,-0.1521,0.28,0.045,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=7 |ce|=0.152 |tts|=0.045,skipped,skipped,skipped,0.2681,,,
01/15/2024,145.715,1.392785714285716,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,4.0,NEUTRAL,-0.0088,0.16,0.045,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=4 |ce|=0.009 |tts|=0.045,skipped,skipped,skipped,0.1786,,,
01/16/2024,147.172,1.4234285714285713,HOLD,BULLISH,False,0.024567380000000003,HOLD_SKIP,6.0,BEARISH,-0.0561,0.24,0.0857,HOLD,TRENDING,BREAKOUT_UP,0.2898,145.755,140.866,PARTIAL,0.95,"[deterministic] weighted_score=0.0246 → HOLD (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.2331,False,False,0.07091877944085481
01/17/2024,148.155,1.4162857142857124,HOLD,BULLISH,False,-0.03648379999999999,HOLD_SKIP,10.0,BEARISH,-0.1037,0.4,0.0195,HOLD,TRENDING,BREAKOUT_UP,0.1559,147.172,140.866,PARTIAL,0.95,"[deterministic] weighted_score=-0.0365 → HOLD (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.3428,False,False,0.06160571723274015
01/18/2024,148.153,1.382785714285713,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,11.0,NEUTRAL,-0.0268,0.44,-0.013,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=11 |ce|=0.027 |tts|=0.013,skipped,skipped,skipped,0.358,,,
01/19/2024,148.128,1.4364285714285703,BUY,BEARISH,False,0.22759871999999998,TIME,18.0,BULLISH,0.4321,0.72,-0.0115,HOLD,TRENDING,NONE,0.0,148.155,140.866,PARTIAL,0.95,"[deterministic] weighted_score=0.2276 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.6358,True,True,0.22179268544466435
01/22/2024,148.095,1.3844999999999987,SELL,BEARISH,True,-0.11135044999999999,TIME,20.0,BEARISH,-0.1922,0.8,-0.0093,HOLD,TRENDING,NONE,0.0,148.155,140.866,PARTIAL,0.95,"[deterministic] weighted_score=-0.1114 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.603,True,True,0.10074844854677843
01/23/2024,148.327,1.3735714285714278,BUY,BEARISH,False,0.0602376,TIME,22.0,BULLISH,0.1105,0.88,-0.0115,HOLD,TRENDING,BREAKOUT_UP,0.0236,148.155,140.866,PARTIAL,0.95,"[deterministic] weighted_score=0.0602 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.4222,True,True,0.06099885564357433
01/24/2024,147.494,1.3554999999999982,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,9.0,BULLISH,0.2881,0.36,0.0392,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=9 |ce|=0.288 |tts|=0.039,skipped,skipped,skipped,0.2279,,,
01/25/2024,147.658,1.263071428571426,BUY,BULLISH,True,0.1215981,TIME,10.0,BULLISH,0.2358,0.4,0.0324,HOLD,TRENDING,NONE,0.0,148.327,140.866,PARTIAL,0.95,"[deterministic] weighted_score=0.1216 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.2325,True,True,0.1340852933146161
01/26/2024,148.149,1.2311428571428544,HOLD,BEARISH,False,0.03675075,HOLD_SKIP,26.0,BULLISH,0.053,1.0,0.0121,HOLD,TRENDING,NONE,0.0,148.327,140.866,PARTIAL,0.95,"[deterministic] weighted_score=0.0368 → HOLD (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.9246,False,False,0.03253303818043043
01/29/2024,147.497,1.2224285714285696,SELL,BEARISH,True,-0.09702235999999999,TIME,21.0,BEARISH,-0.1994,0.84,0.045,HOLD,TRENDING,NONE,0.0,148.327,140.866,PARTIAL,0.95,"[deterministic] weighted_score=-0.097 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.4673,True,True,0.12219999988658191
01/30/2024,147.599,1.1732857142857134,BUY,BEARISH,False,0.06686765,TIME,15.0,BULLISH,0.0929,0.6,0.045,HOLD,TRENDING,NONE,0.0,148.327,141.983,PARTIAL,0.95,"[deterministic] weighted_score=0.0669 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.4619,True,True,0.06894999982370009
01/31/2024,146.889,1.2051428571428562,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,12.0,NEUTRAL,-0.0257,0.48,0.045,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=12 |ce|=0.026 |tts|=0.045,skipped,skipped,skipped,0.3226,,,
02/01/2024,146.408,1.2055714285714276,SELL,BULLISH,False,-0.07385945999999999,SL,17.0,NEUTRAL,0.0408,0.68,-0.225,SELL,TRENDING,NONE,0.0,148.327,144.222,PARTIAL,0.95,"[deterministic] weighted_score=-0.0739 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.494,True,True,0.1329
02/02/2024,148.308,1.2910714285714278,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,26.0,NEUTRAL,0.0347,1.0,-0.0524,HOLD,TRENDING,NONE,0.0,,,COHERENT,1.0,SKIP: weak signals — articles=26 |ce|=0.035 |tts|=0.052,skipped,skipped,skipped,0.6492,,,
02/05/2024,148.667,1.2126428571428574,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,9.0,BEARISH,-0.2287,0.36,0.2317,BUY,TRENDING,NONE,0.0,,,PARTIAL,0.85,SKIP: signal_mismatch — need CE strong (TTS unreliable),skipped,skipped,skipped,0.2069,,,
02/06/2024,147.934,1.1777857142857147,HOLD,BULLISH,False,-0.027551140000000002,HOLD_SKIP,12.0,BEARISH,-0.1048,0.48,0.045,HOLD,TRENDING,NONE,0.0,148.667,144.47,PARTIAL,0.95,"[deterministic] weighted_score=-0.0276 → HOLD (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.2662,False,False,0.07489996108050564
