Date,Price,ATR,Final_Verdict,Market_Reality,Correct,Weighted_Score,Exit_Reason,CE_Article_Count,CE_Sentiment,CE_Score,CE_Confidence,TTS_Score,TTS_Decision,TTS_Regime,TTS_Breakout_Signal,TTS_Breakout_Strength,TTS_Breakout_High,TTS_Breakout_Low,SIV_Signal,SIV_Multiplier,Verdict_Reasoning,CE_Explanation,TTS_Explanation,SIV_Explanation,Execution_Time_Seconds,Strong_Verdict,Trade_Allowed,Signal_Confidence
01/02/2023,55.7,0.29150000000000126,SKIP,BULLISH,,0.0,QUALITY_GATE_SKIP,4.0,BEARISH,-0.2407,0.16,0.045,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=4 |ce|=0.241 |tts|=0.045,skipped,skipped,skipped,0.3578,,,
01/03/2023,55.93,0.3041428571428578,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,6.0,BEARISH,-0.478,0.24,0.045,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=6 |ce|=0.478 |tts|=0.045,skipped,skipped,skipped,0.2368,,,
01/04/2023,55.85,0.30900000000000055,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,9.0,BEARISH,-0.2019,0.36,0.045,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=9 |ce|=0.202 |tts|=0.045,skipped,skipped,skipped,0.3147,,,
01/05/2023,55.82,0.30400000000000055,SELL,BEARISH,True,-0.10911205999999998,TIME,14.0,BEARISH,-0.2636,0.56,0.045,HOLD,TRENDING,NONE,0.0,56.12,55.08,PARTIAL,0.95,"[deterministic] weighted_score=-0.1091 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.6458,True,True,0.15429999981305914
01/06/2023,55.512,0.31685714285714334,BUY,BEARISH,False,0.12225967999999998,TIME,19.0,BULLISH,0.1898,0.76,0.045,HOLD,TRENDING,NONE,0.0,56.12,55.08,PARTIAL,0.95,"[deterministic] weighted_score=0.1223 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.9369,True,True,0.11739999975506524
01/09/2023,54.93,0.3420000000000008,BUY,BULLISH,True,0.09087320000000002,TIME,17.0,BULLISH,0.1242,0.68,0.0602,HOLD,TRENDING,BREAKOUT_DOWN,0.1442,56.12,55.08,PARTIAL,0.95,"[deterministic] weighted_score=0.0909 → BUY (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.6189,True,True,0.09218993696742604
01/10/2023,54.78,0.33771428571428636,SELL,BULLISH,False,-0.25551,TIME,13.0,BEARISH,-0.2975,0.52,-0.2125,SELL,TRENDING,BREAKOUT_DOWN,0.1261,56.12,54.93,COHERENT,1.0,"[deterministic] weighted_score=-0.2555 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.4051,True,True,0.2549786653169067
01/11/2023,55.02,0.34692857142857136,SELL,BEARISH,True,-0.07867615,TIME,10.0,BEARISH,-0.147,0.4,-0.0259,HOLD,TRENDING,NONE,0.0,56.12,54.78,PARTIAL,0.95,"[deterministic] weighted_score=-0.0787 → SELL (thresholds: >=0.05 BUY, <=-0.05 SELL)",pending_explanation,pending_explanation,pending_explanation,0.3367,True,True,0.08643210017217365
01/12/2023,55.0,0.3732857142857142,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,8.0,BULLISH,0.2221,0.32,-0.0235,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=8 |ce|=0.222 |tts|=0.024,skipped,skipped,skipped,0.2692,,,
01/13/2023,54.9,0.3982142857142854,SKIP,BEARISH,,0.0,QUALITY_GATE_SKIP,6.0,BULLISH,0.2641,0.24,-0.0116,HOLD,TRENDING,NONE,0.0,,,PARTIAL,0.95,SKIP: weak signals — articles=6 |ce|=0.264 |tts|=0.012,skipped,skipped,skipped,0.2416,,,
